Indice_prediccion,id_documento,Categoria_real,Categoria_predicha,Texto,Prediccion_correcta,Puntuacion_maxima,Margen_decision,Categoria_recalculada,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision_recalculado
254,1486,datascience,frontend,building a geopolitical signal desk: ais corridor pressure multi-source price cross-validation and corroboration logic building a geopolitical signal desk: ais corridor pressure multi-source price cross-validation and corroboration logic i am an energy and macro trader and i built a real-time geopolitical decision desk because i was.,False,0.1553402171289841,0.4377771618430628,frontend,datascience,0.15534021712898416,-0.28243694471407865,0.4377771618430628
255,4433,cloud,cloud,why snap cd: event-driven continuous deployment why snap cd: event-driven continuous deployment infrastructure deployment usually starts simple: someone runs terraform apply on their laptop,True,1.356435423301274,2.6147424451374195,cloud,frontend,1.3564354233012739,-1.2583070218361456,2.6147424451374195
256,2953,cloud,cloud,por que empresas saem do postman cloud: segurança e conformidade por que empresas saem do postman cloud: segurança e conformidade tl dr revisões de segurança corporativa mandatos de conformidade e requisitos de. revisões de segurança revisões de segurança,True,0.1982352842969343,0.2045956303763864,cloud,backend,0.19823528429693438,-0.006360346079452017,0.2045956303763864
257,1328,datascience,datascience,your pipeline is 28.8h behind: catching travel sentiment leads with pulsebit your pipeline is 28.8h behind: catching travel sentiment leads with pulsebit your pipeline is 28.8h behind: catching travel sentiment leads with pulsebit we just. 28.8h 28.8h,True,1.4369785659713012,2.854580479424485,datascience,frontend,1.4369785659713012,-1.4176019134531836,2.854580479424485
258,2438,frontend,frontend,public speaking for engineers: from stage fright to conference talks public speaking for engineers: from stage fright to conference talks public speaking for engineers: from stage fright to conference talks public speaking is.,True,-0.3304558649663667,0.2382233416869534,frontend,cloud,-0.3304558649663667,-0.5686792066533202,0.23822334168695347
259,1311,backend,backend,how kafka handles backpressure: producer buffers broker quotas and consumer flow control how kafka handles backpressure: producer buffers broker quotas and consumer flow control backpressure is the pressure that builds in a pipeline when the slow end cannot absorb what the fast.,True,1.661502446762103,2.4621900002418884,backend,datascience,1.661502446762103,-0.8006875534797855,2.4621900002418884
260,1972,frontend,frontend,a client asked me for a pwa score of 90. it doesn t exist anymore a client asked me for a pwa score of 90. it doesn t exist anymore a client recently sent me a six-year-old progressive web app and asked for an audit. their goal was. progressive web app six-year-old progressive web app six-year-old,True,0.5181832608534803,1.1529387580804178,frontend,backend,0.5181832608534803,-0.6347554972269374,1.1529387580804178
261,671,frontend,frontend,the frontend knowledge gap that ai won t close for you : true the frontend knowledge gap that ai won t close for you : true components rendering strategies state management core web vitals browser internals and the performance math that decides whether your app loads in 1 second or 13. the beginner-friendly deep dive nobody gave us when we started. core web vitals 1 second core web vitals 1 second,True,2.2383198316565323,3.4341087478857304,frontend,backend,2.2383198316565323,-1.1957889162291981,3.4341087478857304
262,2500,backend,backend,node.js syllabus for beginners complete backend roadmap node.js syllabus for beginners complete backend roadmap node.js syllabus for beginners if you re planning to become a backend developer full. syllabus syllabus,True,1.9657696273966736,2.954519985525572,backend,datascience,1.9657696273966736,-0.9887503581288984,2.954519985525572
263,970,datascience,datascience,convolutional neural networks convolutional neural networks adapted from an appendix of my ms thesis. convolutional neural network the. convolutional neural network convolutional neural network,True,1.2610577808750911,2.556645156663604,datascience,cloud,1.2610577808750913,-1.2955873757885126,2.556645156663604
264,4392,cloud,cloud,understanding backup appliance: a practical overview understanding backup appliance: a practical overview data protection strategy has never been more important for organizations of all sizes. this article.,True,1.4829750524938952,2.715646411764355,cloud,backend,1.4829750524938952,-1.23267135927046,2.715646411764355
265,531,backend,backend,rag is not a feature. it s a system and these are the parts nobody demos. rag is not a feature. it s a system and these are the parts nobody demos. retrieval-augmented generation demos beautifully. embed your documents run a similarity search drop. retrieval-augmented generation retrieval-augmented generation,True,-0.1797633597279055,0.4121868636978404,backend,cloud,-0.17976335972790558,-0.591950223425746,0.4121868636978404
266,2787,backend,backend,response-building-and-sending response-building-and-sending response building and sending in hyperlane project. response building response building,True,0.710967335480884,1.430513156767558,backend,frontend,0.710967335480884,-0.7195458212866741,1.430513156767558
267,2365,datascience,datascience,how excel is used in real-world data analysis how excel is used in real-world data analysis microsoft excel is a spreadsheet application developed by microsoft that allows users to store excel microsoft excel microsoft,True,1.6070287438051922,2.823817178937023,datascience,backend,1.6070287438051922,-1.2167884351318308,2.823817178937023
268,2027,backend,backend,the rate limiter jedi: mastering cap like a lightsaber duel the rate limiter jedi: mastering cap like a lightsaber duel the quest begins the why picture this: i m knee deep in a microservice that powers a.,True,1.4282996551611884,2.66977024521412,backend,cloud,1.4282996551611884,-1.2414705900529315,2.66977024521412
269,3040,cloud,cloud,getting started with data backup appliance: a beginner s guide getting started with data backup appliance: a beginner s guide data protection strategy has never been more important for organizations of all sizes. this article.,True,1.0410308571719151,2.0705135480276184,cloud,datascience,1.0410308571719153,-1.029482690855703,2.0705135480276184
270,2266,cloud,cloud,how to sign pdf with barcode signatures using .net rest api how to sign pdf with barcode signatures using .net rest api svg rendering can be tricky especially when it comes to handling signatures like barcodes in pdf. svg pdf svg pdf,True,0.9269528298344064,1.852760788092286,cloud,frontend,0.9269528298344064,-0.9258079582578795,1.852760788092286
271,729,frontend,frontend,build a developer-centric ai habit: crafting a personal knowledge automation system build a developer-centric ai habit: crafting a personal knowledge automation system build a developer-centric ai habit: crafting a personal knowledge automation system,True,0.7831924543099998,1.814843678685604,frontend,cloud,0.7831924543099998,-1.031651224375604,1.814843678685604
272,2691,datascience,datascience,the 47-point vig trap: how bookmaker margins hide profitable opportunities in plain sight jun 29 the 47-point vig trap: how bookmaker margins hide profitable opportunities in plain sight jun 29 sportsbooks are openly advertising their own inefficiencies yet 99 of bettors never notice. i spent. 99% 99%,True,0.5363058619094245,1.3147317670853915,datascience,backend,0.5363058619094245,-0.7784259051759673,1.3147317670853917
273,355,cloud,cloud,learning aws by building a local document processing pipeline without an aws account learning aws by building a local document processing pipeline without an aws account cloud computing often feels difficult to learn because many tutorials focus on individual services in.,True,1.1255920629529963,2.308880137031945,cloud,frontend,1.1255920629529963,-1.183288074078949,2.308880137031945
274,2887,cloud,cloud,typesense vs meilisearch in 2026: self-hosted search compared typesense vs meilisearch in 2026: self-hosted search compared a measured comparison of typesense and meilisearch for self-hosted search in 2026 memory model licensing features and which one fits your stack. typesense typesense,True,0.5171984728529878,1.2642562656162846,cloud,datascience,0.5171984728529878,-0.7470577927632966,1.2642562656162846
275,3211,backend,backend,io.pipe io.teereader io.limitreader: go stream composition toolkit io.pipe io.teereader io.limitreader: go stream composition toolkit three tiny io helpers that let go stream hash and cap payloads without ever buffering the whole thing in memory.,True,1.2564241246678725,2.31069097142855,backend,frontend,1.2564241246678725,-1.0542668467606777,2.31069097142855
276,359,datascience,datascience,building a tennis data pipeline: lessons from when five wimbledon titles in one weekend changed british tennis building a tennis data pipeline: lessons from when five wimbledon titles in one weekend changed british tennis building a tennis data pipeline: lessons from when five wimbledon titles in one weekend. one weekend wimbledon one weekend wimbledon,True,1.0997857895205738,1.7960029626314098,datascience,backend,1.0997857895205738,-0.696217173110836,1.7960029626314098
277,3766,backend,frontend,building a scalable booking system: from manual scheduling to 24/7 automation building a scalable booking system: from manual scheduling to 24/7 automation building a scalable booking system: from manual scheduling to 24/7 automation the.,False,-0.0673805914702012,0.4401692348960757,frontend,datascience,-0.06738059147020126,-0.507549826366277,0.44016923489607573
278,2694,datascience,cloud,ai research assistant: why businesses are adopting it in 2026 ai research assistant: why businesses are adopting it in 2026 artificial intelligence is reshaping how organizations collect process and use information to make.,False,-0.2432771023582587,0.247327126109115,cloud,backend,-0.24327710235825872,-0.4906042284673738,0.24732712610911506
279,2932,frontend,frontend,svg icon accessibility: decorative vs meaningful icons svg icon accessibility: decorative vs meaningful icons a practical guide to making svg icons accessible with aria-hidden role img aria-label and better icon-only buttons. svg aria-label aria svg aria-label aria,True,2.330189460779514,3.80866547268135,frontend,datascience,2.330189460779514,-1.478476011901836,3.80866547268135
280,617,datascience,frontend,building a facebook ad library scraper: api limits and the real approach building a facebook ad library scraper: api limits and the real approach why the official meta ad library api only covers political ads and how to build a facebook ad library scraper for commercial competitor ads instead. meta ad library api meta ad library api,False,-0.1716318325180053,0.1200117811401407,frontend,backend,-0.17163183251800535,-0.29164361365814606,0.12001178114014072
281,3678,cloud,cloud,the 11 best itsm software platforms 2026 the 11 best itsm software platforms 2026 this guide ranks the top itsm platforms for it teams focused on incident service request and change management. itsm itsm,True,0.5170763444081302,0.7342059609746825,cloud,backend,0.5170763444081302,-0.21712961656655227,0.7342059609746825
282,3283,backend,frontend,setting up nestjs the right way setting up nestjs the right way last time we set up the next.js frontend in apps/web. now the other half: the nestjs api in apps/api half next.js half next.js,False,0.4246960374544914,0.7940681332900946,frontend,backend,0.42469603745449147,-0.36937209583560315,0.7940681332900946
283,1243,datascience,datascience,sharp money vs public money: what betting line movement data reveals about market inefficiency jun 30 sharp money vs public money: what betting line movement data reveals about market inefficiency jun 30 the majority of bettors lose money because they re betting against people whose livelihoods depend on.,True,1.5115178766170465,2.6439671378042924,datascience,backend,1.5115178766170465,-1.1324492611872456,2.6439671378042924
284,1661,cloud,cloud,"aws daily digest june 16 2026 aws daily digest june 16 2026 aws daily digest june 16 2026 auto-generated groq llama 3.3 70b free groq llama 3.3 june 16, 2026 auto groq llama 3.3 june 16, 2026 auto",True,1.4316460899113568,2.765237930278383,cloud,datascience,1.4316460899113568,-1.3335918403670262,2.765237930278383
285,4203,backend,backend,task marketplace architecture: how roborent scales ai workers task marketplace architecture: how roborent scales ai workers alright let s break down the architecture that makes a system like roborent roborent.cc tick. roborent roborent,True,1.147118918231349,1.9819998840212527,backend,cloud,1.147118918231349,-0.8348809657899042,1.9819998840212532
286,730,cloud,cloud,"aws daily digest july 19 2026 aws daily digest july 19 2026 aws daily digest july 19 2026 auto-generated groq llama 3.3 70b free groq llama 3.3 july 19, 2026 groq llama 3.3 july 19, 2026",True,1.4192884269871435,2.683625358917804,cloud,datascience,1.4192884269871437,-1.2643369319306599,2.6836253589178036
287,1252,datascience,cloud,software training institute in chennai for career growth in 2026 software training institute in chennai for career growth in 2026 the it industry is evolving faster than ever creating strong demand for skilled professionals in.,False,0.5698948012762425,1.142300052239226,cloud,datascience,0.5698948012762425,-0.5724052509629833,1.142300052239226
288,2504,datascience,datascience,ai chatbot development: how ai understands and responds to human conversations ai chatbot development: how ai understands and responds to human conversations businesses today are transforming customer interactions with intelligent conversational solutions.,True,0.7968477132160279,1.719832992148686,datascience,frontend,0.7968477132160279,-0.922985278932658,1.719832992148686
289,3374,cloud,backend,how to fix email not working on render smtp blocked how to fix email not working on render smtp blocked if you ve deployed your application on render and noticed that emails are not being sent you re. render render,False,0.2427641691457162,1.1441051858827742,backend,frontend,0.2427641691457162,-0.9013410167370579,1.1441051858827742
290,126,cloud,cloud,how to validate aws approval emails with docker in ci/cd how to validate aws approval emails with docker in ci/cd a practical aws and docker workflow for validating codepipeline approval emails in ci/cd without leaking release evidence into shared inboxes. ci codepipeline docker ci codepipeline docker,True,1.0159898310384237,2.260266244696386,cloud,backend,1.0159898310384237,-1.2442764136579623,2.260266244696386
291,4229,backend,cloud,from rest to mcp 1/2 : different dimensions from rest to mcp 1/2 : different dimensions intro an mcp server can look like another api layer: expose existing rest endpoints as. mcp rest api intro mcp rest api intro,False,0.5789357666973202,0.5683759135450042,cloud,backend,0.5789357666973202,0.010559853152316001,0.5683759135450042
292,1776,datascience,datascience,your pipeline is 28.0h behind: catching tech sentiment leads with pulsebit your pipeline is 28.0h behind: catching tech sentiment leads with pulsebit your pipeline is 28.0h behind: catching tech sentiment leads with pulsebit we just. 28.0h catching tech sentiment leads 28.0h catching tech sentiment leads,True,1.4725487557622658,2.629042576058179,datascience,frontend,1.4725487557622658,-1.1564938202959132,2.629042576058179
293,4120,datascience,datascience,jordan vs argentina: match prediction model analysis 2026-06-28 jordan vs argentina: match prediction model analysis 2026-06-28 published: 2026-06-28 footballmoney.top jordan vs argentina 世界杯 2026-06-28 argentina 2026-06-28 argentina 2026-06-28,True,1.6547272540410076,2.961407737014638,datascience,backend,1.6547272540410076,-1.3066804829736303,2.961407737014638
294,3056,backend,backend,i broke my spa fallback by renaming a fastapi parameter to satisfy a linter i broke my spa fallback by renaming a fastapi parameter to satisfy a linter the dashboard spa fallback was returning 422 on every route that was not an api route. fastapi kept. spa api spa api,True,0.8414645934963846,1.3677105000966967,backend,frontend,0.8414645934963846,-0.526245906600312,1.3677105000966967
295,2923,cloud,cloud,why more people are looking for cloud storage without a subscription why more people are looking for cloud storage without a subscription subscriptions have quietly become part of everyday life. we pay monthly for streaming platforms monthly monthly,True,-0.020194124022729,0.8253932858354779,cloud,backend,-0.02019412402272902,-0.8455874098582069,0.8253932858354779
296,337,cloud,cloud,how datacenters actually work: a walk through the building nobody sees how datacenters actually work: a walk through the building nobody sees every server you spin up on aws vercel or digitalocean lives in a physical building. here s what. aws vercel aws vercel,True,0.0859991397901123,0.700042225184629,cloud,backend,0.08599913979011231,-0.6140430853945167,0.700042225184629
297,955,datascience,datascience,how to track weibo hot-search velocity with python in 2026 the trending-delta problem and how to handle it how to track weibo hot-search velocity with python in 2026 the trending-delta problem and how to handle it if you scrape weibo s hot-search board you get a snapshot: 50 trending topics ranked right now. weibo weibo,True,-0.0024794682659602,0.257350431058078,datascience,backend,-0.0024794682659602385,-0.2598298993240382,0.257350431058078
298,1261,backend,backend,p9: why i gated the write paths but not the housekeeping in conversations.tick p9: why i gated the write paths but not the housekeeping in conversations.tick 102/102. full suite green. that was the only exit condition i cared about. the problem was visible.,True,0.7914571887232488,1.3001629329191988,backend,cloud,0.7914571887232488,-0.50870574419595,1.3001629329191988
299,1842,frontend,backend,fullstack observability: logging metrics and tracing for the entire stack fullstack observability: logging metrics and tracing for the entire stack fullstack observability: logging metrics and tracing for the entire stack observability.,False,-0.2083052124348259,0.2328945113211782,backend,frontend,-0.20830521243482591,-0.44119972375600414,0.23289451132117822
300,4458,backend,cloud,beyond try/except: advanced exception handling patterns every ai engineer should know beyond try/except: advanced exception handling patterns every ai engineer should know most python developers learn exception handling the same way: wrap something risky in try slap an.,False,-0.1446062246191705,0.1298927165666497,cloud,backend,-0.1446062246191705,-0.2744989411858202,0.1298927165666497
301,1936,cloud,cloud,extracting text from xml using .net rest api extracting text from xml using .net rest api extracting text from xml files can be more straightforward than many developers assume. while xml is. xml xml,True,0.7802009297378215,1.586736419197604,cloud,backend,0.7802009297378215,-0.8065354894597823,1.5867364191976039
302,1387,cloud,cloud,detect malicious source ips in cls logs with tencent security intelligence detect malicious source ips in cls logs with tencent security intelligence enable cls threat ip detection review threat intelligence and block malicious traffic with cloud security controls.,True,0.7350012367271205,1.68509521225546,cloud,backend,0.7350012367271205,-0.9500939755283396,1.68509521225546
303,478,backend,backend,day 89 of learning mern stack day 89 of learning mern stack hello dev community it is officially day 89 of my 100-day full-stack engineering run,True,1.2833585942716017,2.3560648165116373,backend,frontend,1.2833585942716015,-1.0727062222400359,2.3560648165116373
304,4150,frontend,frontend,3d floating social icons with html css no javascript 3d floating social icons with html css no javascript these premium 3d floating social icons are built using only html and css no javascript. html css javascript 3d floating social icons html css javascript 3d floating social icons,True,2.8348678880792693,4.690807056812291,frontend,cloud,2.8348678880792693,-1.855939168733022,4.690807056812291
305,4179,datascience,datascience,from my machine to the cloud: connecting power bi to sql databases postgresql local vs aiven from my machine to the cloud: connecting power bi to sql databases postgresql local vs aiven introduction i used to think connecting to a database was one skill. turns out it s two:,True,0.6863330540213466,0.0200623915613117,datascience,cloud,0.6863330540213466,0.6662706624600349,0.020062391561311732
306,2120,frontend,frontend,tailwind css: لماذا أصبح أسلوبي المفضل tailwind css: لماذا أصبح أسلوبي المفضل لما بدأت أتعلم css كنت كتبت كل حاجة بالطريقة التقليدية: أسماء كلاسات معبرة ملفات css منفصلة وكل. css css,True,3.580459391265681,5.622860345881568,frontend,cloud,3.580459391265681,-2.042400954615887,5.622860345881568
307,682,backend,backend,building ai applications changed how i think about backend engineering building ai applications changed how i think about backend engineering building an ai application is easy. building one that people can trust is where the real engineering. ai ai,True,0.9983377593330508,1.9917921970244263,backend,cloud,0.9983377593330508,-0.9934544376913758,1.9917921970244266
308,4291,cloud,cloud,your cloud discount may no longer belong to one project your cloud discount may no longer belong to one project google cloud s june 2026 cud scope change shows why saas teams should review commitment sharing attribution and chargeback before buying cloud discounts. june 2026 cud june 2026 cud,True,1.8482874719023887,3.215152787138897,cloud,datascience,1.8482874719023892,-1.3668653152365078,3.215152787138897
309,2166,backend,backend,adopting postgresql uuid v7 primary keys for video metadata at scale adopting postgresql uuid v7 primary keys for video metadata at scale how we replaced bigserial primary keys with postgresql uuid v7 across eight regional video-metadata,True,0.7964992201687603,1.4165950491413486,backend,cloud,0.7964992201687603,-0.6200958289725883,1.4165950491413486
310,2105,datascience,datascience,cover letter for us data analyst job with chinese internship cover letter for us data analyst job with chinese internship learn how to write a us entry-level data analyst cover letter when your only experience is a chinese internship. get a before/after rewrite a checklist and ats formatting tips no generic advice. ats chinese ats chinese,True,1.7950586419318677,2.4553302950730798,datascience,backend,1.7950586419318677,-0.6602716531412116,2.4553302950730793
311,4208,backend,backend,how kafka actually works logs partitions and the design decisions nobody explains how kafka actually works logs partitions and the design decisions nobody explains the first time i used kafka in production i treated it like rabbitmq: a message queue. produce a. kafka kafka,True,0.5073314576322198,1.2592991689196895,backend,cloud,0.5073314576322198,-0.7519677112874698,1.2592991689196895
312,35,cloud,cloud,aws interconnect and the rise of practical multi-cloud architectures aws interconnect and the rise of practical multi-cloud architectures modern enterprises rarely live inside a single cloud anymore. a few years ago cloud strategy. a few years ago a few years ago,True,1.6536991238235923,2.2498431298898263,cloud,frontend,1.6536991238235923,-0.596144006066234,2.2498431298898263
313,4449,datascience,datascience,your pipeline is 23.2h behind: catching investing sentiment leads with pulsebit your pipeline is 23.2h behind: catching investing sentiment leads with pulsebit your pipeline is 23.2h behind: catching investing sentiment leads with pulsebit we. catching investing sentiment leads 23.2h catching investing sentiment leads 23.2h,True,1.3942876455862754,2.667021848331649,datascience,frontend,1.3942876455862754,-1.2727342027453736,2.667021848331649
314,648,cloud,cloud,cloud engineering after devops: the platform engineering era has arrived cloud engineering after devops: the platform engineering era has arrived for more than a decade devops has been the dominant model for modern software delivery. devops more than a decade devops more than a decade,True,1.1906837889526702,1.9736756712285244,cloud,frontend,1.1906837889526702,-0.7829918822758541,1.9736756712285244
315,1793,datascience,datascience,how we built a 10 000-run monte carlo simulator for the 2026 world cup how we built a 10 000-run monte carlo simulator for the 2026 world cup the 2026 world cup is the first with 48 teams and 104 matches which makes it a genuinely interesting. the 2026 world cup the 2026 world cup,True,0.8438995440663939,1.3255824263694216,datascience,cloud,0.8438995440663939,-0.4816828823030277,1.3255824263694216
316,63,backend,frontend,i built a multiplayer card game to test my own game backend saas i built a multiplayer card game to test my own game backend saas i recently released meksiko an android version of a traditional multiplayer card game. the game. android meksiko android meksiko,False,-0.3407439487409102,0.1945940472098516,frontend,backend,-0.3407439487409102,-0.5353379959507618,0.19459404720985163
317,1151,frontend,backend,container registry strategies: tagging caching and security scanning container registry strategies: tagging caching and security scanning container registry strategies: tagging caching and security scanning your container.,False,-0.2300915386190503,0.2004628822546316,backend,frontend,-0.2300915386190503,-0.43055442087368195,0.20046288225463166
318,241,frontend,backend,build a resilient data ingestion pipeline with streaming sql and event sourcing build a resilient data ingestion pipeline with streaming sql and event sourcing build a resilient data ingestion pipeline with streaming sql and event sourcing sql sql,False,-0.0947332391323007,0.2263055521042877,backend,frontend,-0.0947332391323007,-0.3210387912365884,0.2263055521042877
319,1072,backend,backend,stop breaking apps: api versioning in laravel stop breaking apps: api versioning in laravel the mobile client lag trap when you build saas apis at smart tech devs you have total control over. smart tech devs lag trap the mobile client smart tech devs lag trap the mobile client,True,1.9744479241909825,3.0911210149901813,backend,frontend,1.9744479241909825,-1.1166730907991989,3.0911210149901813
320,2930,datascience,backend,construindo um índice estatístico para prever o campeão da copa 2026 construindo um índice estatístico para prever o campeão da copa 2026 como combinei dados reais da fase de grupos com histórico e ranking fifa para ranquear os favoritos fifa como combinei fifa como combinei,False,0.0428165944438047,0.634689210046877,backend,datascience,0.0428165944438047,-0.5918726156030722,0.634689210046877
321,3274,backend,backend,the right way to handle ai api timeouts in laravel the right way to handle ai api timeouts in laravel when integrating third-party ai or llm apis into your application running them synchronously inside. ai ai,True,1.5430993554160837,1.9674516495394248,backend,cloud,1.5430993554160835,-0.42435229412334124,1.9674516495394248
322,2000,datascience,datascience,deployment isn t the finish line: validating and monitoring credit models deployment isn t the finish line: validating and monitoring credit models originally published at han-co.com part of the basics strand of my credit finance data. finance data credit finance data credit,True,1.340524380470411,2.5130644519599503,datascience,cloud,1.340524380470411,-1.1725400714895393,2.5130644519599503
323,4430,frontend,frontend,computed-and-watch-macros computed-and-watch-macros computed and watch macros in euv project code: euv is a. watch macros watch macros,True,0.7613650696894273,1.8225715492368089,frontend,datascience,0.7613650696894273,-1.0612064795473815,1.8225715492368089
324,4080,backend,backend,how to apply a clio task template to a matter through the api how to apply a clio task template to a matter through the api applying a whole template list and creating one task from one template are different jobs with different endpoints and neither is where you would look first.,True,0.7177582907966568,1.513549751365241,backend,frontend,0.7177582907966568,-0.7957914605685841,1.513549751365241
325,1672,backend,frontend,http/3: why the web finally moved beyond tcp http/3: why the web finally moved beyond tcp in the previous article we explored how http/2 transformed web communication. instead of opening.,False,0.1914785759136885,1.0227444559547765,frontend,datascience,0.19147857591368855,-0.8312658800410877,1.0227444559547763
326,1598,datascience,datascience,why is the normal distribution so important in machine learning and statistics why is the normal distribution so important in machine learning and statistics if you ve started learning machine learning or statistics you ve probably encountered the term.,True,0.9210112328112056,1.7568687840992652,datascience,backend,0.9210112328112057,-0.8358575512880595,1.7568687840992652
327,2045,backend,backend,multi-tenancy and the concepts behind it. multi-tenancy and the concepts behind it. introduction building a multi-tenant application is one of the most architecturally.,True,0.1532957350077716,0.6164104265558815,backend,frontend,0.1532957350077716,-0.4631146915481099,0.6164104265558815
328,333,datascience,datascience,your pipeline is 19.9h behind: catching digital transformation sentiment leads with pulsebit your pipeline is 19.9h behind: catching digital transformation sentiment leads with pulsebit your pipeline is 19.9h behind: catching digital transformation sentiment leads with. 19.9h 19.9h,True,1.2849597967489212,2.679555344204447,datascience,backend,1.2849597967489212,-1.3945955474555256,2.679555344204447
329,1595,datascience,datascience,your pipeline is 22.5h behind: catching food sentiment leads with pulsebit your pipeline is 22.5h behind: catching food sentiment leads with pulsebit your pipeline is 22.5h behind: catching food sentiment leads with pulsebit we recently. 22.5h 22.5h,True,1.5223136354551747,2.8086096349710425,datascience,frontend,1.5223136354551747,-1.2862959995158676,2.8086096349710425
330,3424,frontend,frontend,view transitions api: frontend animasyonlarında yeni standart mı geliyor view transitions api: frontend animasyonlarında yeni standart mı geliyor view transitions api sayfa geçişlerini daha akıcı ve performanslı hale getiriyor. modern web. view transitions api sayfa geçişlerini daha akıcı view transitions api sayfa geçişlerini daha akıcı,True,1.8394667292309603,3.3776575842338064,frontend,cloud,1.8394667292309603,-1.538190855002846,3.3776575842338064
331,3232,frontend,frontend,automating youtube content creation with artificial intelligence automating youtube content creation with artificial intelligence automating youtube content creation with artificial intelligence the landscape of online.,True,0.3159093730135639,1.0658872390012029,frontend,datascience,0.3159093730135639,-0.7499778659876389,1.0658872390012029
332,435,datascience,datascience,uruguay vs spain: match prediction model analysis 2026-06-27 uruguay vs spain: match prediction model analysis 2026-06-27 published: 2026-06-25 footballmoney.top uruguay vs spain 世界杯 2026-06-27 2026-06-27 spain 2026-06-25 2026-06-27 spain 2026-06-25,True,1.6580971494599446,2.948588742927185,datascience,backend,1.6580971494599446,-1.2904915934672405,2.948588742927185
333,905,backend,backend,stop starting with microservices build a monolith first stop starting with microservices build a monolith first most startups don t fail because they chose a monolith. they fail because they never built something.,True,0.6254421353735978,1.033621575512944,backend,cloud,0.6254421353735978,-0.4081794401393464,1.033621575512944
334,2785,frontend,frontend,how i built a zero-dependency multi-level typing test in native javascript how i built a zero-dependency multi-level typing test in native javascript a breakdown of building a lightweight responsive wpm and accuracy testing engine with instant feedback. wpm wpm,True,1.5023615349126724,2.365481490426445,frontend,datascience,1.5023615349126724,-0.8631199555137727,2.365481490426445
335,3117,datascience,datascience,your pipeline is 11.3h behind: catching business sentiment leads with pulsebit your pipeline is 11.3h behind: catching business sentiment leads with pulsebit your pipeline is 11.3h behind: catching business sentiment leads with pulsebit we recently. 11.3h 11.3h,True,2.386058279838789,3.981265575957624,datascience,backend,2.386058279838789,-1.5952072961188355,3.9812655759576243
336,4436,frontend,backend,how i built a low-bandwidth polling engine for a nigerian fintech platform how i built a low-bandwidth polling engine for a nigerian fintech platform introduction building financial products in emerging markets requires solving problems that many.,False,-0.0470681394721167,0.2585152218220895,backend,datascience,-0.04706813947211674,-0.30558336129420627,0.2585152218220895
337,3797,cloud,backend,the most expensive outages return http 200 the most expensive outages return http 200 a 500 is an unexpected jolt from your sleep while a 200 silently drains your savings. that s the.,False,0.6686135064805573,1.2125015905549734,backend,cloud,0.6686135064805573,-0.5438880840744162,1.2125015905549734
338,2302,datascience,datascience,from raw prices to real signals: financial metrics for a data pipeline daily return ma rsi macd volatility from raw prices to real signals: financial metrics for a data pipeline daily return ma rsi macd volatility how i compute and reason about daily return moving averages rsi macd and volatility to transform raw ohlcv data into useful indicators in a financial dashboard s silver layer. moving averages rsi ohlcv moving averages rsi ohlcv,True,1.6794256473905498,3.072787696350385,datascience,frontend,1.6794256473905498,-1.393362048959835,3.072787696350385
339,1978,frontend,frontend,javascript dom basics: selecting accessing adding deleting elements javascript dom basics: selecting accessing adding deleting elements 1 selecting an element selecting means finding an html element so javascript can work. javascript 1️⃣ javascript 1️⃣,True,1.5391820855916951,2.740304226492126,frontend,cloud,1.5391820855916953,-1.2011221409004307,2.740304226492126
340,3063,backend,backend,every new api is another promise you ll have to keep every new api is another promise you ll have to keep developers love apis. they save time. they unlock new features. they help products grow.,True,0.677736806737329,1.7579352739302925,backend,frontend,0.677736806737329,-1.0801984671929634,1.7579352739302925
341,1227,cloud,cloud,aws ec2 essentials everything you need to know with real-life analogies aws ec2 essentials everything you need to know with real-life analogies ec2 essentials compute storage networking security lifecycle cli part of my. lifecycle lifecycle,True,1.671378699388737,3.1320654893522644,cloud,datascience,1.671378699388737,-1.4606867899635274,3.1320654893522644
342,3801,cloud,backend,bun vs node.js in production: what actually changes in 2026 bun vs node.js in production: what actually changes in 2026 a measured look at what swapping node.js for bun changes in real production: install speed native typescript built-in tooling and the compatibility and observability gaps that still bite. node.js for bun typescript node.js for bun typescript,False,0.4504780365806454,0.9865228371524932,backend,cloud,0.45047803658064545,-0.5360448005718479,0.9865228371524933
343,620,cloud,cloud,cinema seat reservation system part 2: transitioning to production-scale and deploying on azure cloud cinema seat reservation system part 2: transitioning to production-scale and deploying on azure cloud introduction this is the second part of sharing my journey to create a microservices-based. second second,True,2.095023032843701,3.3504555236822595,cloud,backend,2.095023032843701,-1.2554324908385586,3.3504555236822595
344,3253,frontend,frontend,the art of constructive feedback in engineering teams the art of constructive feedback in engineering teams the art of constructive feedback in engineering teams the art of constructive.,True,1.3405727905513087,2.3898111898619785,frontend,backend,1.3405727905513087,-1.0492383993106698,2.3898111898619785
345,4440,cloud,cloud,cloud computing service cloud computing service as organizations increasingly adopt cloud technologies ensuring the security of cloud environments.,True,3.2836613818351106,5.348010174110705,cloud,backend,3.2836613818351106,-2.064348792275594,5.348010174110705
346,4422,backend,frontend,an interactive express.js api generator an interactive express.js api generator i built exp-gen an interactive express.js api generator after spending a lot of time.,False,-0.1347504789045269,0.1419207617884523,frontend,backend,-0.13475047890452696,-0.2766712406929793,0.14192076178845237
